Review,title,Rating
"Dear Lucy
Thank you for your feedback. I spoke to the Head Chef about this and we have recently implemented a temperature record sheet so the team are monitoring temperatures regularly. We also recently changed our containers so that they retain heat more efficiently. However...More",Irresistible setting,3.0
"It's quiet and self-serve but reasonably priced. I thought their portions were large and split sandwiches for my kids. They had dessert but we were too full after eating to try any. They also had some unusual sodas (at least, unusual for Americans) like elderflower...More","Great location, tasty enough food, service a bit scattered but friendly",4.0
"We had just arrived in London and before making our way to our hotel we decided to have a quick snack, upon asking one of the official london guide/helper, she suggested that if we wanted a snack we could try the crypt. We decided to...More",A hidden gem,5.0
"Our daughter wanted to try afternoon tea often and this restaurant provided an abbreviated, selfserve option at a reasonable price. It is also centrally located on Trafalgar Square next to the brass rubbing center in the basement as well as a lovely shop. The staff...More","Fun atmosphere, average overpriced food",3.0
"The ambience here is great - classic architecture, buzzing, often-pre-theatre or concert atmosphere - but the food is a little over-priced for what it is. The dishes look delicious, and the salad choice I made was the best. My friends had the dish of the...More","Good food, good value",5.0
"It looks like more and more people have discovered the Crypt. Every time I go it seems more crowded. Crowds nonetheless, this is a neat place to take a lunch break from hectic London. You're right at Trafalgar Square and all that, so it's pretty...More",A 'must do' in London,5.0
"After a visit to the nearby Portrait gallery we went here for lunch yesterday. Although it was busy we got a table and were quickly served at the counters. We had sandwiches, tea and coffee and if you are in the area have no plans...More",Cryptic meals,4.0
"Went for lunch during a day trip to London to see Lord of the Dance yesterday. It was really close to the theatre and underground.
I was a bit disappointed that they had mixed the menus up and posted Fridays menu for Saturday. So having...More",Fabulous,5.0
"If you want an atmospheric experience whilst enjoying your lunch,then go to The Crypt! Soup & a sandwich or Soup & a pudding for only £6.95. Homemade soup and puddings. The staff are so friendly and you really would never know you were sitting underneath...More",EXCELLENT VALUE WITH PUDDINGS TO DIE FOR.,5.0
"We had just been to see the Cosmonaut Exhibit at the Science Museum, and wanted to find a place to eat. So we walked back to St Martin-in-the-Fields. It was not a new place for me but one I really enjoy going when I come...More",Check what is included if you order a special meal,3.0
i caught up with some girlfriends here the atmosphere was great there was a jazz night when we were there and the music was great there was a cover charge but not excessive,Great hidden attraction,5.0
Went for an early lunch today and ordered the dish of the day (fish and chips) - the fish was luke warm and soggy and the chips were not much better. The staff at the hot drinks station were very rude - I can only...More,Candlelight concert and Cafe in the Crypt spell an enchanting evening!,4.0
Dear HailMary1956 - Thank you for letting us know about your recent experience at the Café in the Crypt. I apologise about the temperature of your meal and very sorry we were not aware of it on the day as we would have been able...More,Good salads,4.0
"A central place to have a good quality lunch at a very reasonable price, especially good if you are taking a family out for the day.",Good food at reasonable price,4.0
"We have visited the cafe in the crypt over the years and have come to rely on this wonderful venue for meals, pre theater drinks or just a cup of tea and a place to rest our weary tourist legs. For central London, the menu...More",Lovely breakfast,5.0
"Thank you for taking the time to feedback your comments on your visit to the Café in the Crypt and we look forward to your next visit to the Café
The Café in the Crypt team",Jazz night,4.0
"I had not been to this cafe for many years but ended up going twice during my last weekend in London. The food is good, fresh and generous portions. Prices are very reasonable for the location. Setting is lovely and tables are cleared quickly. Only...More",Amazing food,5.0
"Thank you for taking the time to feedback your comments on your visit to the Café in the Crypt and we look forward to your next visit to the Café
Regards
Café Team","Great, fresh food at reasonable price",5.0
